;0;1;5
54154;2022-04-08 ; 07:18:50 ;" ""Пришла координата: $GPRMC,041850.000,A,6007.13552,N,03008.85031,E,0.0,0.0,080422,,,A*6F"""
54251;2022-04-08 ; 07:19:15 ;" ""Пришла координата: $GPRMC,041915.000,A,6007.13552,N,03008.85031,E,0.0,0.0,080422,,,A*6F"""
54345;2022-04-08 ; 07:19:40 ;" ""Пришла координата: $GPRMC,041940.000,A,6007.13569,N,03008.85067,E,0.0,0.0,080422,,,A*64"""
54449;2022-04-08 ; 07:20:05 ;" ""Пришла координата: $GPRMC,042005.000,A,6007.13560,N,03008.85040,E,0.1,0.0,080422,,,A*62"""
54545;2022-04-08 ; 07:20:30 ;" ""Пришла координата: $GPRMC,042030.000,A,6007.13560,N,03008.85040,E,0.0,0.0,080422,,,A*65"""
54651;2022-04-08 ; 07:20:55 ;" ""Пришла координата: $GPRMC,042055.000,A,6007.13530,N,03008.85027,E,0.0,0.0,080422,,,A*62"""
54753;2022-04-08 ; 07:21:20 ;" ""Пришла координата: $GPRMC,042120.000,A,6007.13530,N,03008.85027,E,0.1,0.0,080422,,,A*60"""
54853;2022-04-08 ; 07:21:45 ;" ""Пришла координата: $GPRMC,042145.000,A,6007.13508,N,03008.84922,E,0.0,0.0,080422,,,A*64"""
54946;2022-04-08 ; 07:22:10 ;" ""Пришла координата: $GPRMC,042210.000,A,6007.13508,N,03008.84869,E,0.0,0.0,080422,,,A*69"""
55052;2022-04-08 ; 07:22:35 ;" ""Пришла координата: $GPRMC,042235.000,A,6007.13508,N,03008.84869,E,0.0,0.0,080422,,,A*6E"""
55151;2022-04-08 ; 07:23:00 ;" ""Пришла координата: $GPRMC,042300.000,A,6007.13504,N,03008.84889,E,0.1,0.0,080422,,,A*6A"""
55250;2022-04-08 ; 07:23:25 ;" ""Пришла координата: $GPRMC,042325.000,A,6007.11962,N,03008.82543,E,8.5,116.0,080422,,,A*64"""
55358;2022-04-08 ; 07:23:50 ;" ""Пришла координата: $GPRMC,042350.000,A,6007.11390,N,03008.85417,E,0.0,0.0,080422,,,A*6D"""
55450;2022-04-08 ; 07:24:15 ;" ""Пришла координата: $GPRMC,042415.000,A,6007.11351,N,03008.85524,E,0.0,0.0,080422,,,A*67"""
55548;2022-04-08 ; 07:24:40 ;" ""Пришла координата: $GPRMC,042440.000,A,6007.11351,N,03008.85524,E,0.0,0.0,080422,,,A*67"""
55652;2022-04-08 ; 07:25:05 ;" ""Пришла координата: $GPRMC,042505.000,A,6007.11298,N,03008.85518,E,0.0,0.0,080422,,,A*6C"""
55749;2022-04-08 ; 07:25:30 ;" ""Пришла координата: $GPRMC,042530.000,A,6007.11298,N,03008.85518,E,0.1,0.0,080422,,,A*6B"""
55852;2022-04-08 ; 07:25:55 ;" ""Пришла координата: $GPRMC,042555.000,A,6007.11313,N,03008.85520,E,0.0,0.0,080422,,,A*60"""
55949;2022-04-08 ; 07:26:20 ;" ""Пришла координата: $GPRMC,042620.000,A,6007.11316,N,03008.85494,E,0.1,0.0,080422,,,A*6B"""
56056;2022-04-08 ; 07:26:45 ;" ""Пришла координата: $GPRMC,042645.000,A,6007.11316,N,03008.85494,E,0.0,0.0,080422,,,A*69"""
56150;2022-04-08 ; 07:27:10 ;" ""Пришла координата: $GPRMC,042710.000,A,6007.11334,N,03008.85459,E,0.1,0.0,080422,,,A*68"""
56246;2022-04-08 ; 07:27:35 ;" ""Пришла координата: $GPRMC,042735.000,A,6007.11312,N,03008.85590,E,0.0,0.0,080422,,,A*6E"""
56347;2022-04-08 ; 07:28:00 ;" ""Пришла координата: $GPRMC,042800.000,A,6007.11312,N,03008.85590,E,0.0,0.0,080422,,,A*67"""
56450;2022-04-08 ; 07:28:26 ;" ""Пришла координата: $GPRMC,042825.000,A,6007.11313,N,03008.85592,E,0.0,0.0,080422,,,A*63"""
56543;2022-04-08 ; 07:28:50 ;" ""Пришла координата: $GPRMC,042850.000,A,6007.11313,N,03008.85592,E,0.1,0.0,080422,,,A*60"""
56633;2022-04-08 ; 07:29:15 ;" ""Пришла координата: $GPRMC,042915.000,A,6007.11293,N,03008.85647,E,0.0,0.0,080422,,,A*63"""
56719;2022-04-08 ; 07:29:40 ;" ""Пришла координата: $GPRMC,042940.000,A,6007.11240,N,03008.85747,E,0.0,0.0,080422,,,A*6C"""
56807;2022-04-08 ; 07:30:05 ;" ""Пришла координата: $GPRMC,043005.000,A,6007.11240,N,03008.85747,E,0.1,0.0,080422,,,A*64"""
56896;2022-04-08 ; 07:30:30 ;" ""Пришла координата: $GPRMC,043030.000,A,6007.11246,N,03008.85761,E,0.0,0.0,080422,,,A*61"""
56985;2022-04-08 ; 07:30:55 ;" ""Пришла координата: $GPRMC,043055.000,A,6007.11537,N,03008.87680,E,4.0,104.2,080422,,,A*6C"""
57076;2022-04-08 ; 07:31:20 ;" ""Пришла координата: $GPRMC,043120.000,A,6007.12429,N,03008.89349,E,0.1,0.0,080422,,,A*6E"""
57200;2022-04-08 ; 07:31:45 ;" ""Пришла координата: $GPRMC,043145.000,A,6007.12429,N,03008.89349,E,0.0,0.0,080422,,,A*6C"""
57309;2022-04-08 ; 07:32:10 ;" ""Пришла координата: $GPRMC,043210.000,A,6007.12449,N,03008.89365,E,0.1,0.0,080422,,,A*66"""
57395;2022-04-08 ; 07:32:35 ;" ""Пришла координата: $GPRMC,043235.000,A,6007.12468,N,03008.89395,E,3.7,13.1,080422,,,A*5B"""
57495;2022-04-08 ; 07:33:00 ;" ""Пришла координата: $GPRMC,043300.000,A,6007.16700,N,03008.92343,E,14.9,33.3,080422,,,A*6C"""
57585;2022-04-08 ; 07:33:25 ;" ""Пришла координата: $GPRMC,043325.000,A,6007.24904,N,03009.12991,E,24.0,50.4,080422,,,A*64"""
57682;2022-04-08 ; 07:33:50 ;" ""Пришла координата: $GPRMC,043350.000,A,6007.31532,N,03009.29749,E,8.0,50.4,080422,,,A*56"""
57769;2022-04-08 ; 07:34:15 ;" ""Пришла координата: $GPRMC,043415.000,A,6007.32930,N,03009.33616,E,0.1,0.0,080422,,,A*65"""
57851;2022-04-08 ; 07:34:40 ;" ""Пришла координата: $GPRMC,043440.000,A,6007.39750,N,03009.51061,E,22.9,52.9,080422,,,A*62"""
57949;2022-04-08 ; 07:35:05 ;" ""Пришла координата: $GPRMC,043505.000,A,6007.44321,N,03009.62572,E,10.8,53.0,080422,,,A*65"""
58029;2022-04-08 ; 07:35:30 ;" ""Пришла координата: $GPRMC,043530.000,A,6007.41827,N,03009.67687,E,0.2,301.2,080422,,,A*6A"""
58137;2022-04-08 ; 07:35:55 ;" ""Пришла координата: $GPRMC,043555.000,A,6007.41832,N,03009.68024,E,2.7,127.1,080422,,,A*6F"""
58224;2022-04-08 ; 07:36:20 ;" ""Пришла координата: $GPRMC,043620.000,A,6007.31112,N,03009.85146,E,25.0,138.8,080422,,,A*51"""
58311;2022-04-08 ; 07:36:45 ;" ""Пришла координата: $GPRMC,043645.000,A,6007.24086,N,03010.10545,E,14.4,112.0,080422,,,A*5F"""
58402;2022-04-08 ; 07:37:10 ;" ""Пришла координата: $GPRMC,043710.000,A,6007.22823,N,03010.15720,E,0.1,0.0,080422,,,A*69"""
58488;2022-04-08 ; 07:37:35 ;" ""Пришла координата: $GPRMC,043735.000,A,6007.22821,N,03010.16676,E,3.2,118.1,080422,,,A*64"""
58576;2022-04-08 ; 07:38:00 ;" ""Пришла координата: $GPRMC,043800.000,A,6007.17845,N,03010.42641,E,25.0,110.8,080422,,,A*5B"""
58662;2022-04-08 ; 07:38:25 ;" ""Пришла координата: $GPRMC,043825.000,A,6007.13422,N,03010.62613,E,0.2,0.0,080422,,,A*6D"""
58757;2022-04-08 ; 07:38:50 ;" ""Пришла координата: $GPRMC,043850.000,A,6007.11157,N,03010.74297,E,20.7,113.6,080422,,,A*57"""
58844;2022-04-08 ; 07:39:15 ;" ""Пришла координата: $GPRMC,043915.000,A,6007.05269,N,03011.04707,E,25.3,102.7,080422,,,A*56"""
58925;2022-04-08 ; 07:39:40 ;" ""Пришла координата: $GPRMC,043940.000,A,6007.03834,N,03011.21438,E,0.1,0.0,080422,,,A*6B"""
59018;2022-04-08 ; 07:40:05 ;" ""Пришла координата: $GPRMC,044005.000,A,6007.04084,N,03011.27526,E,18.7,93.3,080422,,,A*6E"""
59100;2022-04-08 ; 07:40:30 ;" ""Пришла координата: $GPRMC,044030.000,A,6007.03436,N,03011.49122,E,26.8,93.0,080422,,,A*6B"""
59194;2022-04-08 ; 07:40:55 ;" ""Пришла координата: $GPRMC,044055.000,A,6007.02337,N,03011.95604,E,36.2,91.9,080422,,,A*6D"""
59284;2022-04-08 ; 07:41:20 ;" ""Пришла координата: $GPRMC,044120.000,A,6007.01117,N,03012.43827,E,19.5,93.3,080422,,,A*68"""
59379;2022-04-08 ; 07:41:45 ;" ""Пришла координата: $GPRMC,044145.000,A,6006.95462,N,03012.80965,E,25.7,109.0,080422,,,A*54"""
59457;2022-04-08 ; 07:42:10 ;" ""Пришла координата: $GPRMC,044210.000,A,6006.93955,N,03012.88791,E,6.4,95.0,080422,,,A*53"""
59547;2022-04-08 ; 07:42:35 ;" ""Пришла координата: $GPRMC,044235.000,A,6006.88129,N,03013.22904,E,35.3,109.4,080422,,,A*59"""
59634;2022-04-08 ; 07:43:00 ;" ""Пришла координата: $GPRMC,044300.000,A,6006.82623,N,03013.68126,E,30.7,93.8,080422,,,A*60"""
59723;2022-04-08 ; 07:43:25 ;" ""Пришла координата: $GPRMC,044325.000,A,6006.82296,N,03013.88643,E,0.1,0.0,080422,,,A*60"""
59814;2022-04-08 ; 07:43:50 ;" ""Пришла координата: $GPRMC,044350.000,A,6006.81981,N,03014.07849,E,29.0,92.5,080422,,,A*6C"""
59904;2022-04-08 ; 07:44:15 ;" ""Пришла координата: $GPRMC,044415.000,A,6006.80997,N,03014.38575,E,1.0,114.2,080422,,,A*60"""
59987;2022-04-08 ; 07:44:40 ;" ""Пришла координата: $GPRMC,044440.000,A,6006.79742,N,03014.41785,E,14.5,157.1,080422,,,A*56"""
60080;2022-04-08 ; 07:45:05 ;" ""Пришла координата: $GPRMC,044505.000,A,6006.73633,N,03014.46299,E,2.4,136.8,080422,,,A*6C"""
60168;2022-04-08 ; 07:45:30 ;" ""Пришла координата: $GPRMC,044530.000,A,6006.70243,N,03014.49687,E,3.6,153.9,080422,,,A*6F"""
60259;2022-04-08 ; 07:45:55 ;" ""Пришла координата: $GPRMC,044555.000,A,6006.68902,N,03014.50583,E,0.0,0.0,080422,,,A*6F"""
60343;2022-04-08 ; 07:46:20 ;" ""Пришла координата: $GPRMC,044620.000,A,6006.68902,N,03014.50583,E,0.1,0.0,080422,,,A*6F"""
60434;2022-04-08 ; 07:46:45 ;" ""Пришла координата: $GPRMC,044645.000,A,6006.64275,N,03014.54695,E,17.2,155.6,080422,,,A*59"""
60522;2022-04-08 ; 07:47:10 ;" ""Пришла координата: $GPRMC,044710.000,A,6006.57451,N,03014.61249,E,9.4,158.7,080422,,,A*6E"""
60610;2022-04-08 ; 07:47:35 ;" ""Пришла координата: $GPRMC,044735.000,A,6006.50808,N,03014.67031,E,0.1,0.0,080422,,,A*62"""
60699;2022-04-08 ; 07:48:00 ;" ""Пришла координата: $GPRMC,044800.000,A,6006.50665,N,03014.67444,E,1.6,160.3,080422,,,A*6A"""
60788;2022-04-08 ; 07:48:25 ;" ""Пришла координата: $GPRMC,044825.000,A,6006.43559,N,03014.73764,E,22.5,156.7,080422,,,A*54"""
60878;2022-04-08 ; 07:48:50 ;" ""Пришла координата: $GPRMC,044850.000,A,6006.33072,N,03014.82528,E,0.1,0.0,080422,,,A*68"""
60969;2022-04-08 ; 07:49:15 ;" ""Пришла координата: $GPRMC,044915.000,A,6006.28861,N,03014.85824,E,20.2,162.0,080422,,,A*5A"""
61058;2022-04-08 ; 07:49:40 ;" ""Пришла координата: $GPRMC,044940.000,A,6006.24164,N,03014.89496,E,0.1,0.0,080422,,,A*67"""
61171;2022-04-08 ; 07:50:05 ;" ""Пришла координата: $GPRMC,045005.000,A,6006.16551,N,03014.95787,E,27.0,159.3,080422,,,A*59"""
61256;2022-04-08 ; 07:50:30 ;" ""Пришла координата: $GPRMC,045030.000,A,6005.95542,N,03015.12263,E,36.4,158.9,080422,,,A*5B"""
61354;2022-04-08 ; 07:50:55 ;" ""Пришла координата: $GPRMC,045055.000,A,6005.71172,N,03015.30717,E,37.1,159.7,080422,,,A*58"""
61442;2022-04-08 ; 07:51:20 ;" ""Пришла координата: $GPRMC,045120.000,A,6005.55701,N,03015.42113,E,2.7,161.9,080422,,,A*6D"""
61538;2022-04-08 ; 07:51:45 ;" ""Пришла координата: $GPRMC,045145.000,A,6005.52187,N,03015.44690,E,22.1,158.2,080422,,,A*5E"""
61621;2022-04-08 ; 07:52:10 ;" ""Пришла координата: $GPRMC,045210.000,A,6005.31998,N,03015.59438,E,30.3,159.9,080422,,,A*59"""
61705;2022-04-08 ; 07:52:35 ;" ""Пришла координата: $GPRMC,045235.000,A,6005.24624,N,03015.64630,E,0.2,0.0,080422,,,A*60"""
61801;2022-04-08 ; 07:53:00 ;" ""Пришла координата: $GPRMC,045300.000,A,6005.21049,N,03015.67101,E,0.1,0.0,080422,,,A*6A"""
61898;2022-04-08 ; 07:53:25 ;" ""Пришла координата: $GPRMC,045325.000,A,6005.14575,N,03015.72235,E,28.7,158.9,080422,,,A*58"""
61999;2022-04-08 ; 07:53:50 ;" ""Пришла координата: $GPRMC,045350.000,A,6004.98735,N,03015.82237,E,0.1,0.0,080422,,,A*6D"""
62089;2022-04-08 ; 07:54:15 ;" ""Пришла координата: $GPRMC,045415.000,A,6004.95291,N,03015.82817,E,25.1,183.0,080422,,,A*58"""
62181;2022-04-08 ; 07:54:40 ;" ""Пришла координата: $GPRMC,045440.000,A,6004.77307,N,03015.90568,E,14.0,139.5,080422,,,A*5B"""
62275;2022-04-08 ; 07:55:05 ;" ""Пришла координата: $GPRMC,045505.000,A,6004.75991,N,03015.93080,E,3.5,134.3,080422,,,A*64"""
62354;2022-04-08 ; 07:55:30 ;" ""Пришла координата: $GPRMC,045530.000,A,6004.68806,N,03016.11441,E,25.4,127.5,080422,,,A*50"""
62452;2022-04-08 ; 07:55:55 ;" ""Пришла координата: $GPRMC,045555.000,A,6004.59794,N,03016.35617,E,15.6,126.7,080422,,,A*50"""
62538;2022-04-08 ; 07:56:20 ;" ""Пришла координата: $GPRMC,045620.000,A,6004.53980,N,03016.51277,E,25.7,126.2,080422,,,A*57"""
62629;2022-04-08 ; 07:56:45 ;" ""Пришла координата: $GPRMC,045645.000,A,6004.41218,N,03016.85200,E,24.7,126.7,080422,,,A*50"""
62711;2022-04-08 ; 07:57:10 ;" ""Пришла координата: $GPRMC,045710.000,A,6004.37144,N,03016.95991,E,5.0,125.2,080422,,,A*6A"""
62802;2022-04-08 ; 07:57:35 ;" ""Пришла координата: $GPRMC,045735.000,A,6004.28219,N,03017.19709,E,24.8,126.7,080422,,,A*5F"""
62887;2022-04-08 ; 07:58:00 ;" ""Пришла координата: $GPRMC,045800.000,A,6004.17269,N,03017.48705,E,23.1,126.7,080422,,,A*5B"""
62977;2022-04-08 ; 07:58:25 ;" ""Пришла координата: $GPRMC,045825.000,A,6004.11271,N,03017.64534,E,3.7,124.3,080422,,,A*6F"""
63066;2022-04-08 ; 07:58:50 ;" ""Пришла координата: $GPRMC,045850.000,A,6004.08889,N,03017.71127,E,17.3,126.8,080422,,,A*52"""
63157;2022-04-08 ; 07:59:15 ;" ""Пришла координата: $GPRMC,045915.000,A,6004.05267,N,03017.79693,E,1.9,108.0,080422,,,A*6C"""
63238;2022-04-08 ; 07:59:40 ;" ""Пришла координата: $GPRMC,045940.000,A,6003.97431,N,03017.95409,E,31.2,145.9,080422,,,A*5E"""
63330;2022-04-08 ; 08:00:05 ;" ""Пришла координата: $GPRMC,050005.000,A,6003.81987,N,03018.12840,E,23.0,159.0,080422,,,A*51"""
63418;2022-04-08 ; 08:00:30 ;" ""Пришла координата: $GPRMC,050030.000,A,6003.69345,N,03018.22849,E,18.8,160.0,080422,,,A*55"""
63503;2022-04-08 ; 08:00:55 ;" ""Пришла координата: $GPRMC,050055.000,A,6003.55627,N,03018.32376,E,17.0,160.4,080422,,,A*5D"""
63594;2022-04-08 ; 08:01:20 ;" ""Пришла координата: $GPRMC,050120.000,A,6003.53683,N,03018.33835,E,0.1,0.0,080422,,,A*6F"""
63685;2022-04-08 ; 08:01:45 ;" ""Пришла координата: $GPRMC,050145.000,A,6003.47765,N,03018.37926,E,18.5,160.5,080422,,,A*58"""
63773;2022-04-08 ; 08:02:10 ;" ""Пришла координата: $GPRMC,050210.000,A,6003.44423,N,03018.40592,E,17.7,159.1,080422,,,A*59"""
63860;2022-04-08 ; 08:02:35 ;" ""Пришла координата: $GPRMC,050235.000,A,6003.25589,N,03018.53190,E,29.7,165.7,080422,,,A*58"""
63946;2022-04-08 ; 08:03:00 ;" ""Пришла координата: $GPRMC,050300.000,A,6003.04235,N,03018.65745,E,33.5,163.6,080422,,,A*59"""
64035;2022-04-08 ; 08:03:25 ;" ""Пришла координата: $GPRMC,050325.000,A,6002.83557,N,03018.78397,E,29.8,163.2,080422,,,A*56"""
64124;2022-04-08 ; 08:03:50 ;" ""Пришла координата: $GPRMC,050350.000,A,6002.67280,N,03018.87954,E,21.3,164.0,080422,,,A*50"""
64216;2022-04-08 ; 08:04:15 ;" ""Пришла координата: $GPRMC,050415.000,A,6002.62776,N,03018.98766,E,15.8,73.3,080422,,,A*66"""
64295;2022-04-08 ; 08:04:40 ;" ""Пришла координата: $GPRMC,050440.000,A,6002.67233,N,03019.28748,E,24.4,75.0,080422,,,A*6A"""
64392;2022-04-08 ; 08:05:05 ;" ""Пришла координата: $GPRMC,050505.000,A,6002.63526,N,03019.62045,E,18.2,117.3,080422,,,A*56"""
64499;2022-04-08 ; 08:05:30 ;" ""Пришла координата: $GPRMC,050530.000,A,6002.62867,N,03019.64535,E,0.1,0.0,080422,,,A*63"""
64593;2022-04-08 ; 08:05:55 ;" ""Пришла координата: $GPRMC,050555.000,A,6002.62805,N,03019.64647,E,0.3,144.7,080422,,,A*66"""
64688;2022-04-08 ; 08:06:20 ;" ""Пришла координата: $GPRMC,050620.000,A,6002.62001,N,03019.67188,E,6.8,174.9,080422,,,A*6C"""
64776;2022-04-08 ; 08:06:45 ;" ""Пришла координата: $GPRMC,050645.000,A,6002.61195,N,03019.67064,E,2.0,202.4,080422,,,A*60"""
64878;2022-04-08 ; 08:07:10 ;" ""Пришла координата: $GPRMC,050710.000,A,6002.59390,N,03019.64919,E,1.6,188.0,080422,,,A*6D"""
64980;2022-04-08 ; 08:07:35 ;" ""Пришла координата: $GPRMC,050735.000,A,6002.53445,N,03019.61304,E,0.0,0.0,080422,,,A*6A"""
65090;2022-04-08 ; 08:08:00 ;" ""Пришла координата: $GPRMC,050800.000,A,6002.52948,N,03019.60916,E,7.3,205.2,080422,,,A*6B"""
65174;2022-04-08 ; 08:08:25 ;" ""Пришла координата: $GPRMC,050825.000,A,6002.40192,N,03019.51357,E,18.7,201.5,080422,,,A*54"""
65293;2022-04-08 ; 08:08:50 ;" ""Пришла координата: $GPRMC,050850.000,A,6002.26735,N,03019.41126,E,15.2,202.1,080422,,,A*57"""
65383;2022-04-08 ; 08:09:15 ;" ""Пришла координата: $GPRMC,050915.000,A,6002.23086,N,03019.38308,E,3.8,197.9,080422,,,A*67"""
65468;2022-04-08 ; 08:09:40 ;" ""Пришла координата: $GPRMC,050940.000,A,6002.18884,N,03019.34732,E,2.6,193.6,080422,,,A*60"""
65587;2022-04-08 ; 08:10:05 ;" ""Пришла координата: $GPRMC,051005.000,A,6002.18818,N,03019.34683,E,0.0,0.0,080422,,,A*6E"""
65707;2022-04-08 ; 08:10:30 ;" ""Пришла координата: $GPRMC,051030.000,A,6002.18813,N,03019.34666,E,0.1,0.0,080422,,,A*69"""
65843;2022-04-08 ; 08:10:57 ;" ""Пришла координата: $GPRMC,051055.000,A,6002.16023,N,03019.33045,E,14.2,200.0,080422,,,A*5B"""
65944;2022-04-08 ; 08:11:20 ;" ""Пришла координата: $GPRMC,051120.000,A,6002.14744,N,03019.21013,E,9.0,311.0,080422,,,A*63"""
66037;2022-04-08 ; 08:11:45 ;" ""Пришла координата: $GPRMC,051145.000,A,6002.20427,N,03019.18324,E,3.9,6.0,080422,,,A*6A"""
66124;2022-04-08 ; 08:12:10 ;" ""Пришла координата: $GPRMC,051210.000,A,6002.21271,N,03019.18068,E,0.1,0.0,080422,,,A*6B"""
66306;2022-04-08 ; 08:12:35 ;" ""Пришла координата: $GPRMC,051235.000,A,6002.21271,N,03019.18068,E,0.1,0.0,080422,,,A*6C"""
66472;2022-04-08 ; 08:13:00 ;" ""Пришла координата: $GPRMC,051300.000,A,6002.21714,N,03019.17269,E,4.0,320.2,080422,,,A*67"""
66606;2022-04-08 ; 08:13:25 ;" ""Пришла координата: $GPRMC,051325.000,A,6002.35707,N,03019.08768,E,33.2,344.3,080422,,,A*58"""
66711;2022-04-08 ; 08:13:50 ;" ""Пришла координата: $GPRMC,051350.000,A,6002.56286,N,03018.96706,E,19.8,344.2,080422,,,A*5E"""
66808;2022-04-08 ; 08:14:15 ;" ""Пришла координата: $GPRMC,051415.000,A,6002.59122,N,03018.95143,E,0.1,0.0,080422,,,A*6E"""
66893;2022-04-08 ; 08:14:40 ;" ""Пришла координата: $GPRMC,051440.000,A,6002.59155,N,03018.95208,E,0.1,0.0,080422,,,A*62"""
66994;2022-04-08 ; 08:15:05 ;" ""Пришла координата: $GPRMC,051505.000,A,6002.65753,N,03018.91893,E,0.1,0.0,080422,,,A*61"""
67082;2022-04-08 ; 08:15:30 ;" ""Пришла координата: $GPRMC,051530.000,A,6002.67602,N,03018.90224,E,15.6,340.7,080422,,,A*54"""
67197;2022-04-08 ; 08:15:55 ;" ""Пришла координата: $GPRMC,051555.000,A,6002.84305,N,03018.80455,E,18.8,344.7,080422,,,A*5E"""
67298;2022-04-08 ; 08:16:21 ;" ""Пришла координата: $GPRMC,051620.000,A,6002.86269,N,03018.79481,E,4.3,335.8,080422,,,A*66"""
67392;2022-04-08 ; 08:16:45 ;" ""Пришла координата: $GPRMC,051645.000,A,6002.99133,N,03018.71824,E,10.7,344.5,080422,,,A*56"""
67475;2022-04-08 ; 08:17:10 ;" ""Пришла координата: $GPRMC,051710.000,A,6003.02984,N,03018.69542,E,19.3,344.0,080422,,,A*5C"""
67560;2022-04-08 ; 08:17:35 ;" ""Пришла координата: $GPRMC,051735.000,A,6003.07344,N,03018.67569,E,0.0,0.0,080422,,,A*67"""
67655;2022-04-08 ; 08:18:00 ;" ""Пришла координата: $GPRMC,051800.000,A,6003.15956,N,03018.61706,E,20.7,345.0,080422,,,A*5E"""
67740;2022-04-08 ; 08:18:25 ;" ""Пришла координата: $GPRMC,051825.000,A,6003.21524,N,03018.58494,E,1.1,336.8,080422,,,A*6C"""
67835;2022-04-08 ; 08:18:50 ;" ""Пришла координата: $GPRMC,051850.000,A,6003.24974,N,03018.56809,E,0.1,0.0,080422,,,A*6B"""
